39
23
10
11
33
18
16
29
21
46
9
10
12
10
10
12
37
18
37
58
52
28
50
26
24
53
24
35
29
25
36
46
33
53
50
47
38
65
100
172
95
161
239
243
200
142
268
136
175
193
205
148
212
207
201
188
195
201
275
198
177
211
195
